fid;DN;Longitud;Latitud
1571;4;-6.50;43.23
1572;13;-6.82;43.23
1573;4;-5.16;43.22
1576;4;-5.10;43.22
1577;5;-4.57;43.23
1578;4;-2.52;43.22
1580;9;-7.70;43.21
1581;8;-7.00;43.21
1582;5;-6.87;43.22
1585;4;-5.30;43.21
1587;5;-4.91;43.21
1588;6;-4.89;43.21
1589;14;-4.67;43.21
1591;4;-4.18;43.21
1593;5;-3.94;43.21
1594;7;-3.65;43.21
1595;2;-3.46;43.21
1596;4;-2.66;43.21
1597;4;-2.33;43.21
1598;9;-2.21;43.24
1599;2;-1.69;43.22
1601;4;-7.10;43.21
1602;4;-7.04;43.21
1603;4;-6.64;43.21
1604;4;-6.48;43.21
1605;4;-6.40;43.21
1606;13;-6.08;43.21
1607;10;-6.06;43.21
1608;4;-6.00;43.21
1611;7;-5.43;43.21
1612;5;-5.42;43.21
1613;7;-5.40;43.21
1615;3;-5.33;43.21
1616;4;-5.32;43.21
1617;3;-5.31;43.21
1619;4;-5.24;43.21
1620;7;-5.14;43.21
1621;4;-5.13;43.21
1622;7;-5.12;43.21
1623;8;-4.88;43.21
1624;6;-4.80;43.21
1625;4;-4.75;43.21
1626;14;-4.63;43.21
1627;11;-4.62;43.21
1628;12;-4.60;43.21
1630;7;-4.55;43.21
1635;5;-3.75;43.21
1637;4;-3.64;43.21
1638;3;-3.62;43.21
1639;4;-3.47;43.21
1642;4;-3.16;43.21
1643;4;-3.14;43.21
1644;4;-3.02;43.21
1646;4;-2.79;43.21
1647;4;-2.56;43.21
1648;4;-2.40;43.21
1649;4;-2.37;43.21
1650;2;-2.18;43.21
1651;9;-2.12;43.21
1652;5;-2.05;43.21
1654;5;-1.94;43.21
1655;5;-1.83;43.21
1657;3;-1.52;43.21
1658;3;-1.49;43.21
1659;4;-7.74;43.22
1660;6;-6.30;43.24
1661;6;-6.16;43.21
1662;4;-6.05;43.21
1663;4;-4.01;43.22
1664;9;-7.65;43.21
1665;13;-6.90;43.21
1666;7;-6.33;43.21
1668;3;-4.53;43.21
1669;6;-3.66;43.22
1670;3;-1.46;43.21
1672;8;-7.03;43.20
1674;9;-6.85;43.21
1675;4;-5.49;43.20
1677;7;-5.45;43.20
1679;7;-5.08;43.20
1680;2;-5.06;43.20
1681;5;-4.70;43.20
1682;11;-4.65;43.21
1683;4;-4.56;43.20
1684;3;-4.49;43.21
1685;5;-3.86;43.22
1686;6;-3.73;43.20
1688;4;-2.98;43.20
1689;4;-2.77;43.20
1690;4;-2.70;43.20
1693;4;-7.00;43.20
1695;13;-6.88;43.20
1696;5;-6.84;43.20
1697;9;-6.83;43.20
1698;13;-6.82;43.20
1699;5;-6.79;43.20
1700;4;-6.65;43.20
1702;7;-6.29;43.20
1704;12;-6.07;43.20
1705;9;-6.06;43.20
1706;4;-6.02;43.20
1710;4;-5.68;43.20
1712;4;-5.43;43.20
1713;4;-5.31;43.20
1714;4;-5.25;43.20
1715;7;-5.24;43.20
1716;7;-5.17;43.20
1717;5;-5.11;43.20
1718;14;-4.66;43.20
1725;3;-3.64;43.20
1726;9;-3.62;43.20
1727;14;-3.59;43.20
1728;11;-3.58;43.20
1729;8;-3.55;43.20
1731;4;-3.29;43.20
1732;4;-3.24;43.20
1733;4;-3.18;43.20
1734;4;-3.13;43.20
1735;4;-3.01;43.20
1736;4;-2.91;43.20
1737;4;-2.67;43.20
1738;4;-2.54;43.20
1739;4;-2.52;43.20
1740;4;-2.48;43.20
1741;4;-2.46;43.20
1742;14;-2.18;43.20
1743;9;-2.16;43.20
1744;5;-2.07;43.20
1745;9;-1.89;43.20
1746;2;-1.71;43.20
1748;4;-1.52;43.20
1750;3;-1.40;43.21
1751;5;-5.44;43.21
1752;7;-5.20;43.20
1753;4;-5.03;43.20
1755;4;-3.07;43.21
1756;5;-7.68;43.21
1758;8;-6.77;43.19
1759;7;-5.29;43.19
1760;8;-4.92;43.20
1762;9;-3.70;43.20
1763;4;-2.28;43.20
1764;5;-2.02;43.23
1765;4;-7.80;43.19
1766;9;-7.66;43.19
1769;4;-7.03;43.19
1771;8;-7.01;43.19
1772;4;-6.98;43.19
1773;8;-6.94;43.19
1774;5;-6.89;43.19
1775;9;-6.88;43.19
1776;13;-6.85;43.19
1777;13;-6.83;43.19
1778;4;-6.54;43.19
1780;4;-6.47;43.19
1782;7;-6.11;43.19
1783;10;-6.06;43.19
1784;4;-6.01;43.19
1785;7;-5.51;43.19
1787;6;-5.45;43.19
1788;6;-5.42;43.19
1789;7;-5.39;43.19
1791;4;-5.27;43.19
1793;2;-5.23;43.19
1794;4;-5.21;43.19
1795;7;-5.13;43.19
1797;4;-5.00;43.19
1798;5;-4.91;43.19
1799;14;-4.72;43.19
1800;12;-4.64;43.19
1801;7;-4.56;43.19
1806;5;-3.93;43.19
1807;5;-3.89;43.19
1808;10;-3.49;43.19
1809;6;-3.34;43.19
1810;4;-3.20;43.19
1811;4;-2.99;43.19
1813;2;-2.76;43.19
1814;4;-2.71;43.19
1815;4;-2.57;43.19
1816;4;-2.43;43.19
1817;4;-2.35;43.19
1818;4;-2.32;43.19
1820;9;-2.25;43.19
1821;2;-2.15;43.19
1822;9;-2.13;43.19
1823;2;-2.10;43.19
1825;5;-2.00;43.19
1826;5;-1.78;43.19
1827;2;-1.72;43.19
1831;4;-1.53;43.19
1833;4;-1.51;43.19
1834;3;-1.50;43.19
1835;3;-1.43;43.19
1836;2;-4.99;43.21
1838;7;-6.40;43.20
1839;2;-6.03;43.20
1840;11;-3.60;43.20
1841;2;-3.47;43.19
1842;4;-1.39;43.20
1843;4;-6.42;43.19
1844;3;-5.40;43.19
1845;6;-5.07;43.19
1846;3;-4.58;43.19
1847;4;-3.36;43.22
1848;4;-2.62;43.19
1849;9;-2.09;43.19
1850;4;-7.08;43.18
1851;13;-6.79;43.18
1852;10;-6.13;43.21
1853;7;-5.35;43.20
1854;3;-5.27;43.21
1857;6;-3.64;43.19
1858;8;-3.53;43.19
1859;2;-3.33;43.18
1860;4;-3.27;43.18
1861;4;-2.94;43.18
1863;4;-8.42;43.18
1864;4;-7.65;43.18
1867;8;-7.04;43.18
1869;4;-7.02;43.18
1870;13;-6.89;43.18
1871;4;-6.69;43.18
1872;4;-6.63;43.18
1875;6;-6.48;43.18
1876;4;-6.40;43.18
1877;3;-6.35;43.18
1878;7;-6.32;43.18
1879;4;-6.31;43.18
1880;17;-6.12;43.18
1881;13;-6.06;43.18
1882;4;-5.87;43.18
1884;4;-5.67;43.18
1885;4;-5.62;43.18
1886;7;-5.52;43.18
1887;7;-5.44;43.18
1889;7;-5.33;43.18
1890;4;-5.16;43.18
1891;7;-5.10;43.18
1892;3;-5.05;43.18
1893;6;-5.04;43.18
1894;4;-5.02;43.18
1895;13;-4.92;43.18
1896;9;-4.73;43.18
1897;3;-4.49;43.18
1898;4;-4.42;43.18
1903;5;-3.91;43.18
1904;5;-3.85;43.18
1906;12;-3.54;43.20
1907;8;-3.56;43.18
1908;12;-3.53;43.18
1909;12;-3.50;43.18
1910;4;-3.47;43.18
1911;9;-3.42;43.18
1912;5;-3.40;43.18
1913;9;-3.39;43.18
1914;4;-3.31;43.18
1915;2;-3.29;43.18
1916;4;-3.17;43.18
1917;4;-3.09;43.18
1918;4;-3.01;43.18
1920;4;-2.79;43.18
1921;4;-2.29;43.18
1923;4;-2.26;43.18
1924;9;-2.15;43.18
1925;9;-2.10;43.18
1927;2;-2.00;43.18
1928;5;-1.99;43.18
1929;5;-1.77;43.18
1930;2;-1.74;43.18
1931;3;-1.68;43.18
1933;6;-4.86;43.25
1934;2;-3.26;43.20
1936;4;-4.02;43.19
1937;11;-6.07;43.19
1938;8;-4.62;43.19
1939;5;-3.97;43.19
1940;9;-6.82;43.19
1942;5;-6.05;43.18
1943;12;-4.60;43.18
1945;4;-2.40;43.18
1946;5;-2.20;43.19
1947;5;-2.04;43.18
1949;11;-6.10;43.18
1950;10;-6.08;43.18
1952;4;-5.70;43.17
1954;5;-5.08;43.18
1955;11;-4.89;43.18
1956;11;-4.70;43.19
1957;5;-4.55;43.18
1958;5;-3.87;43.18
1959;5;-3.82;43.18
1961;4;-3.15;43.18
1963;7;-1.46;43.19
1964;4;-8.12;43.17
1965;4;-7.78;43.17
1967;4;-7.03;43.17
1968;8;-6.94;43.17
1969;9;-6.89;43.17
1970;9;-6.85;43.17
1971;5;-6.84;43.17
1972;13;-6.82;43.17
1973;4;-6.67;43.17
1974;4;-6.54;43.17
1976;7;-6.34;43.17
1977;4;-6.32;43.17
1978;3;-6.31;43.17
1979;4;-6.29;43.17
1980;9;-6.12;43.17
1981;10;-6.06;43.17
1982;3;-6.03;43.17
1983;4;-5.94;43.17
1986;4;-5.81;43.17
1987;7;-5.49;43.17
1989;3;-5.43;43.17
1990;4;-5.19;43.17
1991;7;-5.18;43.17
1992;7;-5.13;43.17
1993;6;-5.09;43.17
1994;3;-5.06;43.17
1995;6;-5.05;43.17
1996;2;-5.01;43.18
1997;8;-4.88;43.17
1998;6;-4.73;43.17
1999;8;-4.70;43.17
2000;12;-4.69;43.17
2001;12;-4.66;43.17
2002;7;-4.59;43.17
2003;7;-4.48;43.17
2006;4;-4.25;43.17
2009;4;-4.16;43.17
2010;4;-4.13;43.17
2012;4;-4.03;43.17
2013;9;-3.98;43.17
2014;9;-3.92;43.22
2015;5;-3.92;43.17
2016;9;-3.91;43.17
2017;5;-3.90;43.17
2018;11;-3.84;43.17
2019;5;-3.74;43.17
2020;5;-3.72;43.17
2021;5;-3.67;43.17
2022;4;-3.60;43.17
2023;9;-3.46;43.17
2024;7;-3.43;43.17
2025;5;-3.42;43.17
2026;9;-3.40;43.17
2027;4;-3.36;43.17
2028;6;-3.33;43.17
2029;4;-3.29;43.17
2031;4;-3.11;43.17
2032;4;-3.02;43.17
2033;4;-2.99;43.17
2034;4;-2.67;43.18
2035;4;-2.53;43.17
2036;9;-2.22;43.17
2037;2;-2.15;43.17
2038;9;-2.14;43.17
2039;9;-2.09;43.17
2040;5;-1.97;43.17
2041;9;-1.96;43.17
2042;9;-1.86;43.18
2045;9;-1.81;43.17
2047;3;-1.65;43.17
2048;2;-1.53;43.17
2049;3;-1.49;43.17
2050;3;-1.45;43.17
2051;3;-1.41;43.17
2052;2;-4.81;43.19
2053;4;-7.75;43.17
2054;6;-6.01;43.18
2056;5;-6.87;43.17
2057;7;-6.41;43.17
2060;4;-5.24;43.18
2061;4;-4.98;43.17
2062;14;-2.18;43.17
2063;4;-7.68;43.17
2064;4;-6.58;43.22
2065;8;-6.56;43.17
2066;6;-6.24;43.16
2069;4;-5.64;43.17
2071;5;-5.34;43.17
2072;5;-5.25;43.17
2075;6;-3.35;43.16
2076;2;-3.31;43.17
2077;2;-3.27;43.17
2078;9;-2.26;43.17
2080;9;-2.06;43.17
2082;4;-8.34;43.17
2083;4;-8.30;43.16
2084;4;-7.65;43.16
2086;4;-7.43;43.16
2087;4;-7.07;43.16
2088;8;-6.95;43.16
2090;5;-6.90;43.16
2091;13;-6.89;43.16
2092;9;-6.83;43.16
2093;5;-6.80;43.16
2096;4;-6.44;43.16
2097;3;-6.29;43.18
2098;4;-6.27;43.16
2099;6;-6.14;43.18
2100;17;-6.11;43.16
2101;4;-5.93;43.16
2102;4;-5.50;43.16
2104;4;-5.48;43.16
2105;7;-5.45;43.16
2106;5;-5.44;43.16
2107;7;-5.42;43.16
2108;4;-5.38;43.16
2109;7;-5.32;43.16
2111;7;-5.20;43.16
2112;4;-5.12;43.16
2113;8;-4.93;43.16
2114;11;-4.91;43.16
2115;10;-4.89;43.16
2116;6;-4.86;43.20
2117;7;-4.78;43.17
2118;5;-4.73;43.16
2119;11;-4.70;43.16
2120;5;-4.60;43.16
2122;2;-4.54;43.16
2123;7;-4.29;43.16
2124;7;-4.23;43.16
2126;4;-4.15;43.16
2129;4;-3.98;43.16
2130;9;-3.83;43.16
2131;5;-3.81;43.16
2132;11;-3.78;43.16
2133;5;-3.76;43.16
2134;7;-3.46;43.16
2135;9;-3.43;43.16
2136;5;-3.39;43.17
2138;2;-3.33;43.16
2140;4;-3.26;43.16
2142;4;-3.08;43.16
2144;4;-2.79;43.16
2146;4;-2.65;43.16
2147;4;-2.44;43.16
2148;14;-2.21;43.16
2149;5;-2.19;43.16
2150;3;-2.01;43.16
2151;3;-1.99;43.16
2152;12;-1.97;43.16
2154;12;-1.90;43.16
2155;3;-1.89;43.16
2157;4;-1.77;43.16
2158;5;-1.70;43.16
2159;3;-1.68;43.16
2160;2;-1.55;43.16
2162;4;-6.75;43.19
2163;9;-3.80;43.21
2164;4;-6.94;43.20
2165;8;-6.47;43.19
2166;4;-5.29;43.17
2167;2;-1.70;43.17
2168;4;-7.62;43.16
2169;4;-3.50;43.16
2170;9;-2.33;43.16
2172;8;-6.61;43.16
2173;6;-6.52;43.16
2174;3;-6.37;43.16
2175;3;-6.33;43.16
2177;4;-5.67;43.15
2178;7;-5.29;43.16
2179;8;-4.68;43.17
2181;3;-4.35;43.16
2182;3;-4.25;43.16
2184;4;-2.60;43.17
2185;2;-2.13;43.17
2186;4;-1.87;43.16
2189;4;-8.12;43.15
2191;4;-7.89;43.15
2192;4;-7.67;43.15
2193;5;-7.47;43.15
2194;8;-7.01;43.15
2196;13;-6.90;43.15
2197;4;-6.89;43.15
2200;8;-6.82;43.15
2201;9;-6.79;43.15
2202;4;-6.66;43.15
2204;5;-6.56;43.15
2205;8;-6.51;43.15
2206;8;-6.46;43.15
2208;3;-6.40;43.15
2209;3;-6.27;43.15
2211;10;-6.16;43.15
2212;9;-6.12;43.15
2213;10;-6.06;43.15
2214;4;-6.00;43.15
2215;4;-5.95;43.15
2217;4;-5.77;43.15
2218;4;-5.70;43.15
2221;3;-5.54;43.15
2222;11;-5.44;43.15
2223;11;-5.42;43.15
2224;7;-5.37;43.15
2225;4;-5.35;43.15
2226;5;-5.30;43.15
2227;5;-5.26;43.15
2228;4;-5.24;43.15
2229;7;-5.18;43.15
2230;4;-5.11;43.15
2231;9;-4.95;43.15
2232;9;-4.93;43.15
2233;5;-4.91;43.15
2234;7;-4.74;43.15
2235;10;-4.72;43.16
2236;12;-4.70;43.15
2237;7;-4.66;43.15
2238;5;-4.64;43.15
2239;4;-4.54;43.15
2240;11;-3.81;43.15
2241;11;-3.77;43.15
2242;9;-3.75;43.15
2243;5;-3.74;43.15
2244;9;-3.73;43.15
2245;9;-3.68;43.15
2246;9;-3.65;43.15
2248;6;-3.36;43.15
2249;4;-3.28;43.15
2250;4;-2.86;43.15
2251;4;-2.83;43.15
2252;2;-2.76;43.15
2253;4;-2.75;43.15
2254;4;-2.42;43.15
2255;9;-2.24;43.15
2256;9;-2.21;43.15
2258;9;-2.19;43.15
2259;9;-2.10;43.15
2260;9;-2.08;43.15
2261;5;-2.01;43.15
2262;3;-1.90;43.15
2263;12;-1.89;43.15
2264;4;-1.82;43.16
2265;4;-1.75;43.15
2266;4;-1.72;43.15
2267;3;-1.70;43.15
2269;6;-6.37;43.20
2270;6;-5.79;43.16
2271;3;-5.49;43.16
2272;6;-6.30;43.15
2273;4;-5.15;43.15
2276;5;-3.62;43.15
2277;4;-3.17;43.15
2278;4;-2.75;43.17
2279;4;-1.44;43.16
2280;4;-7.83;43.15
2282;7;-6.33;43.15
2283;4;-5.45;43.36
2284;11;-6.09;43.15
2285;4;-5.62;43.15
2286;4;-5.59;43.20
2287;7;-4.85;43.15
2288;7;-4.25;43.15
2289;5;-3.72;43.15
2291;4;-3.05;43.15
2292;4;-2.69;43.15
2293;5;-1.97;43.15
2294;12;-1.95;43.15
2295;4;-7.88;43.16
2296;4;-7.01;43.14
2297;8;-7.00;43.14
2298;4;-6.79;43.14
2299;9;-6.62;43.14
2301;8;-6.47;43.14
2302;3;-6.39;43.14
2303;3;-6.34;43.14
2304;3;-6.31;43.14
2305;4;-6.27;43.14
2306;3;-6.25;43.14
2307;6;-6.24;43.14
2308;3;-6.22;43.14
2310;6;-6.16;43.14
2311;12;-6.15;43.14
2312;10;-6.10;43.14
2316;6;-5.46;43.14
2317;11;-5.45;43.14
2318;7;-5.38;43.14
2319;6;-5.33;43.15
2320;7;-5.31;43.14
2321;6;-5.30;43.14
2322;4;-5.21;43.14
2323;4;-5.02;43.15
2324;9;-4.86;43.14
2325;11;-4.80;43.14
2326;5;-4.74;43.14
2327;3;-4.29;43.14
2328;4;-4.27;43.15
2329;4;-4.19;43.14
2330;11;-3.74;43.14
2331;5;-3.67;43.14
2332;9;-3.64;43.14
2333;9;-3.45;43.14
2334;5;-3.42;43.14
2335;9;-3.39;43.14
2336;4;-3.34;43.14
2337;4;-3.30;43.14
2338;4;-3.10;43.14
2341;4;-2.65;43.14
2342;4;-2.62;43.14
2343;4;-2.51;43.14
2344;9;-2.37;43.14
2345;9;-2.31;43.14
2346;9;-2.28;43.14
2347;9;-2.20;43.14
2348;9;-2.15;43.14
2349;9;-2.12;43.14
2350;2;-2.09;43.15
2351;12;-1.91;43.14
2352;5;-1.89;43.14
2354;4;-1.76;43.14
2356;2;-1.61;43.21
2357;9;-3.79;43.16
2358;4;-2.55;43.15
2359;6;-6.41;43.15
2360;4;-5.74;43.17
2361;6;-3.59;43.15
2362;4;-3.57;43.15
2364;9;-4.78;43.15
2365;11;-3.43;43.15
2367;5;-1.65;43.16
2368;4;-6.95;43.14
2369;4;-6.84;43.14
2370;9;-6.07;43.14
2371;17;-6.06;43.14
2372;4;-5.68;43.14
2373;7;-5.61;43.14
2374;3;-5.59;43.14
2375;7;-5.51;43.14
2376;5;-4.82;43.14
2377;7;-4.73;43.14
2378;9;-4.71;43.14
2383;5;-3.81;43.14
2384;9;-2.05;43.14
2385;9;-2.02;43.14
2386;4;-1.71;43.14
2387;4;-1.40;43.14
2389;4;-8.47;43.13
2390;4;-7.85;43.13
2392;4;-7.00;43.13
2393;8;-6.98;43.13
2394;8;-6.66;43.13
2395;9;-6.65;43.13
2396;5;-6.62;43.13
2397;5;-6.58;43.13
2398;4;-6.52;43.13
2399;8;-6.48;43.13
2400;6;-6.34;43.13
2401;8;-6.27;43.13
2402;12;-6.26;43.13
2403;5;-6.18;43.13
2405;6;-6.10;43.13
2406;9;-6.09;43.13
2407;17;-6.08;43.13
2410;3;-5.65;43.13
2411;3;-5.62;43.13
2412;4;-5.58;43.13
2414;5;-5.45;43.13
2416;11;-5.42;43.13
2417;4;-5.34;43.13
2418;6;-5.27;43.13
2419;4;-5.24;43.13
2421;8;-5.21;43.13
2422;7;-5.20;43.13
2423;4;-4.98;43.13
2424;9;-4.90;43.13
2425;9;-4.74;43.13
2427;3;-4.28;43.13
2428;7;-4.27;43.13
2429;9;-3.85;43.13
2430;11;-3.80;43.13
2431;5;-3.79;43.13
2432;5;-3.77;43.13
2433;9;-3.75;43.13
2434;5;-3.74;43.13
2435;5;-3.66;43.13
2436;9;-3.61;43.13
2438;9;-3.41;43.13
2439;4;-3.35;43.13
2440;4;-3.33;43.13
2441;4;-3.29;43.13
2442;4;-2.82;43.13
2445;4;-2.73;43.13
2446;9;-2.32;43.13
2447;14;-2.30;43.13
2448;9;-2.22;43.13
2449;9;-2.13;43.13
2450;2;-2.03;43.13
2451;17;-1.95;43.13
2456;7;-1.70;43.13
2457;3;-1.65;43.13
2458;2;-1.62;43.13
2460;2;-3.19;43.14
2463;4;-7.61;43.13
2464;7;-5.63;43.13
2465;9;-5.08;43.15
2466;4;-2.79;43.13
2468;4;-8.33;43.14
2469;4;-6.67;43.13
2470;8;-6.23;43.13
2472;6;-6.15;43.13
2473;4;-6.14;43.13
2474;4;-5.64;43.13
2475;3;-5.57;43.13
2476;7;-4.62;43.14
2477;3;-4.34;43.13
2479;2;-3.26;43.14
2480;6;-2.65;43.13
2481;10;-1.97;43.13
2483;4;-1.44;43.13
2484;4;-8.37;43.13
2488;4;-7.41;43.13
2489;4;-6.77;43.13
2491;13;-6.58;43.14
2493;4;-6.48;43.13
2494;5;-6.19;43.13
2496;4;-6.09;43.13
2497;4;-5.89;43.13
2499;6;-5.77;43.14
2500;4;-5.76;43.13
2501;6;-5.75;43.13
2502;7;-5.66;43.13
2503;4;-5.52;43.13
2504;3;-5.51;43.13
2505;4;-5.32;43.13
2506;11;-5.29;43.13
2507;4;-5.18;43.13
2508;3;-5.16;43.13
2509;7;-5.04;43.13
2510;9;-4.83;43.13
2511;9;-4.79;43.13
2512;9;-4.75;43.13
2513;5;-4.62;43.13
2516;7;-4.34;43.13
2517;4;-4.25;43.13
2521;9;-3.72;43.13
2522;9;-3.70;43.13
2523;9;-3.66;43.13
2524;7;-3.63;43.13
2525;11;-3.61;43.13
2526;4;-3.53;43.13
2527;4;-3.32;43.13
2528;4;-3.04;43.13
2530;4;-2.77;43.13
2531;6;-2.69;43.13
2532;4;-2.63;43.13
2533;9;-2.09;43.13
2534;2;-2.05;43.13
2535;9;-2.03;43.13
2536;2;-2.01;43.13
2537;12;-2.00;43.13
2539;5;-1.63;43.13
2541;8;-6.13;43.14
2542;5;-5.14;43.16
2543;7;-4.92;43.13
2544;2;-2.85;43.16
2546;4;-6.31;43.13
2547;10;-4.95;43.13
2548;3;-1.68;43.13
2551;4;-2.40;43.13
2552;9;-2.07;43.13
2555;13;-6.64;43.13
2556;6;-6.37;43.12
2557;4;-5.72;43.12
2558;4;-5.60;43.12
2559;5;-5.39;43.16
2560;9;-4.65;43.14
2562;4;-2.67;43.13
2563;4;-2.59;43.12
2564;4;-2.53;43.13
2565;17;-1.98;43.12
2567;7;-1.65;43.13
2569;4;-8.36;43.12
2571;4;-7.83;43.12
2574;5;-7.43;43.12
2575;4;-7.42;43.12
2577;5;-6.57;43.12
2578;5;-6.53;43.12
2579;4;-6.52;43.12
2582;6;-6.35;43.12
2583;8;-6.27;43.12
2584;9;-6.19;43.12
2586;11;-6.10;43.12
2587;3;-6.09;43.12
2588;4;-6.05;43.12
2589;8;-6.00;43.12
2590;4;-5.90;43.12
2593;3;-5.62;43.12
2594;7;-5.57;43.12
2595;7;-5.52;43.12
2596;4;-5.51;43.12
2599;2;-5.39;43.12
2600;7;-5.35;43.12
2602;8;-5.23;43.12
2603;7;-5.18;43.12
2604;6;-5.08;43.12
2605;5;-4.65;43.12
2607;7;-4.26;43.12
2609;5;-3.80;43.12
2610;9;-3.79;43.12
2611;9;-3.73;43.12
2612;9;-3.68;43.12
2613;7;-3.65;43.12
2614;11;-3.63;43.12
2615;4;-3.58;43.12
2616;9;-3.48;43.12
2617;8;-3.45;43.12
2618;9;-3.43;43.12
2619;4;-3.07;43.12
2621;4;-2.88;43.12
2622;4;-2.84;43.12
2623;4;-2.80;43.12
2625;4;-2.75;43.12
2626;4;-2.48;43.12
2627;9;-2.38;43.12
2628;14;-2.26;43.12
2629;14;-1.96;43.12
2630;17;-1.93;43.12
2631;12;-1.91;43.12
2632;4;-1.83;43.12
2634;3;-1.64;43.12
2635;4;-1.42;43.12
2636;6;-3.53;43.14
2637;4;-8.40;43.14
2638;9;-7.46;43.13
2639;11;-6.24;43.12
2640;2;-3.34;43.13
2643;5;-3.45;43.12
2645;11;-6.04;43.12
2646;4;-5.94;43.12
2647;5;-5.19;43.12
2648;9;-4.73;43.12
2649;5;-3.84;43.14
2650;6;-3.55;43.11
2651;4;-7.92;43.13
2652;5;-7.48;43.11
2653;11;-5.49;43.11
2654;4;-3.36;43.11
2656;2;-2.89;43.11
2657;6;-2.63;43.11
2658;9;-2.13;43.11
2661;4;-7.80;43.11
2663;13;-6.59;43.11
2665;6;-6.37;43.11
2666;6;-6.33;43.11
2667;4;-6.29;43.11
2668;9;-6.22;43.11
2669;8;-6.20;43.11
2670;11;-6.18;43.11
2671;3;-6.10;43.11
2672;11;-6.09;43.11
2673;4;-6.08;43.11
2674;3;-6.06;43.11
2676;4;-6.01;43.14
2677;6;-5.88;43.11
2678;6;-5.78;43.11
2679;7;-5.61;43.11
2680;7;-5.51;43.11
2681;3;-5.46;43.11
2682;3;-5.42;43.11
2684;7;-5.13;43.11
2685;9;-4.91;43.11
2686;4;-4.48;43.11
2687;3;-4.35;43.11
2688;7;-4.33;43.11
2689;4;-3.96;43.11
2691;5;-3.68;43.11
2692;9;-3.63;43.11
2694;11;-3.48;43.11
2695;9;-3.46;43.11
2697;2;-3.27;43.11
2698;4;-3.09;43.11
2699;4;-2.82;43.11
2700;4;-2.76;43.11
2701;4;-2.71;43.11
2702;4;-2.69;43.11
2703;2;-2.67;43.11
2704;14;-2.29;43.11
2705;9;-2.16;43.11
2706;9;-2.10;43.11
2707;2;-2.06;43.11
2708;9;-2.05;43.11
2709;17;-1.96;43.11
2710;17;-1.94;43.11
2711;10;-1.93;43.11
2712;5;-1.75;43.11
2715;4;-1.48;43.11
2716;4;-1.43;43.11
2717;4;-1.29;43.11
2718;9;-6.61;43.12
2720;4;-1.70;43.11
2721;4;-1.61;43.12
2722;5;-6.63;43.11
2723;4;-5.82;43.17
2724;9;-4.60;43.12
2725;4;-4.07;43.17
2727;10;-1.95;43.10
2728;5;-6.59;43.10
2729;6;-6.50;43.13
2730;12;-6.21;43.10
2731;7;-5.92;43.10
2732;4;-5.85;43.10
2735;2;-5.25;43.13
2736;5;-4.67;43.10
2737;7;-4.60;43.10
2738;4;-4.21;43.12
2739;9;-3.37;43.10
2742;4;-2.52;43.10
2743;9;-2.24;43.10
2744;5;-1.97;43.10
2745;5;-1.91;43.12
2746;2;-1.59;43.10
2747;4;-8.43;43.10
2749;4;-7.91;43.10
2750;4;-7.51;43.10
2751;4;-7.45;43.10
2752;3;-6.75;43.10
2753;8;-6.69;43.10
2754;9;-6.66;43.10
2755;5;-6.65;43.10
2756;4;-6.54;43.10
2757;8;-6.49;43.10
2759;4;-6.31;43.10
2760;9;-6.29;43.10
2761;12;-6.28;43.10
2762;9;-6.19;43.10
2763;4;-6.18;43.10
2764;4;-6.06;43.10
2765;11;-6.05;43.10
2766;4;-6.03;43.10
2767;3;-6.02;43.10
2768;3;-5.93;43.10
2771;4;-5.48;43.10
2772;11;-5.46;43.10
2773;3;-5.45;43.10
2774;6;-5.29;43.10
2775;5;-5.24;43.10
2776;9;-4.84;43.10
2777;9;-4.74;43.10
2778;9;-4.69;43.10
2779;9;-4.59;43.10
2780;4;-4.42;43.10
2781;7;-4.35;43.10
2784;4;-3.94;43.10
2786;9;-3.85;43.10
2787;8;-3.48;43.10
2788;10;-3.41;43.10
2789;2;-3.36;43.10
2792;4;-3.10;43.10
2793;4;-2.77;43.10
2794;6;-2.62;43.10
2795;4;-2.60;43.10
2796;4;-2.56;43.10
2797;9;-2.12;43.10
2799;9;-2.08;43.10
2800;3;-2.00;43.10
2801;5;-1.93;43.10
2802;4;-1.84;43.10
2803;5;-1.82;43.10
2804;4;-1.64;43.10
2805;9;-1.61;43.10
2806;4;-1.36;43.10
2807;4;-4.57;43.12
2808;4;-8.48;43.13
2809;7;-3.39;43.11
2810;4;-3.56;43.10
2811;5;-2.29;43.11
2812;6;-6.14;43.10
2813;9;-3.82;43.11
2815;3;-5.54;43.11
2816;5;-5.31;43.11
2817;9;-4.65;43.10
2819;4;-2.86;43.10
2820;2;-1.34;43.10
2821;4;-8.38;43.10
2822;4;-8.32;43.10
2823;4;-7.82;43.09
2824;8;-6.46;43.09
2825;8;-6.24;43.10
2827;3;-6.08;43.10
2828;7;-5.33;43.09
2829;6;-5.01;43.09
2830;7;-4.63;43.10
2831;9;-3.72;43.09
2832;5;-3.71;43.09
2833;7;-3.49;43.09
2834;7;-3.34;43.09
2835;7;-3.29;43.09
2836;2;-3.21;43.09
2837;4;-3.07;43.09
2838;7;-2.04;43.09
2840;4;-1.53;43.13
2841;4;-7.78;43.09
2842;11;-6.71;43.09
2843;13;-6.66;43.09
2845;11;-6.50;43.09
2846;11;-6.28;43.09
